,highway,geometry,name,operator,barrier,wheelchair,ele,gnis:county_id,gnis:created,gnis:feature_id,gnis:state_id,leisure,wikidata,heritage,heritage:operator,heritage:website,historic,nrhp:criteria,nrhp:inscription_date,ref:nrhp,source_ref,addr:city,addr:postcode,addr:state,man_made,gnis:edited,fixme,operator:type,operator:wikidata,operator:wikipedia,name:es,addr:housenumber,addr:street,tourism,level,access,bicycle,sport,surface,lit,material,note,layer,natural,source,description,opening_hours,website,nodes,name:sr,name:sr-Latn,operator:short,wikipedia,old_name,addr:full,check_date:opening_hours,lpc:inscription_date,name:ja,name:ko,name:ru,name:tr,ref:lpc,name:en,name:zh,phone,start_date,WLAN,internet_access,name:fa,dog,smoking,pets,playground,alt_name,ref,name:el,name:he,name:lt,place,name:etymology:wikidata,name:etymology,name:etymology:wikipedia,old_name:2007-2020,maintenance,source:pkey,acres,check_date,official_name,comment,architect,loc_name,name:fr,area,fence_type,addr:country,lastcheck,building:material,height,outdoor_seating,roof:material,roof:shape,image,landuse,email,name:pt,name:uk,name:hi,name:kn,nrhp:nhl,nrhp:nhl:inscription_date,owner,short_name,architect:wikidata,architect:wikipedia,seamark:platform:category,seamark:type,construction,opening_date,proposed,noname,ways,type,description:ru,name:de,bridge,building:colour,building:part,min_height,old_railway_operator,protect_class,name:be,protected,protection_title,borough,fee,dog:conditional,garden:type,alt_wikidata,gnis:County_num,playground:theme,designation,recycling:compost,nyc:parkid,url,elevation,source:name,pets_allowed,contact:email,contact:website,nycdoitt:bin,survey:date,grass,opening_hours:covid19,name_1,name_2,alt_name_1,internet_access:fee,internet_access:ssid,leisure_2,bench,footway,fence,private,building,covered,alcohol,full_name,was:name,leaf_cycle,leaf_type
34,,"POLYGON ((4653641.322052771 5839395.353595773, 4653666.93368068 5839400.65918073, 4653668.053282386 5839396.167052907, 4653674.425360403 5839397.804676996, 4653677.254589278 5839386.165320205, 4653679.668914265 5839386.810750345, 4653681.118603673 5839383.971832558, 4653683.3607261665 5839383.302751349, 4653685.960666724 5839383.478109536, 4653698.687834624 5839387.959601223, 4653703.471444141 5839389.910798521, 4653708.20978908 5839392.488298504, 4653712.545447083 5839396.219352914, 4653715.558958048 5839400.904249548, 4653717.2561404 5839404.854271901, 4653717.639268394 5839407.122995173, 4653717.967398895 5839409.773676406, 4653717.71666478 5839412.937636148, 4653717.037034998 5839416.9984275345, 4653715.705509519 5839420.383264633, 4653714.213753777 5839423.055152396, 4653709.095401604 5839429.182451317, 4653688.278059409 5839453.754915995, 4653685.340174758 5839457.21976078, 4653682.402290007 5839460.684603929, 4653679.000539785 5839464.698316133, 4653676.127805373 5839468.093582164, 4653673.263201386 5839471.478023583, 4653668.722113543 5839476.836846837, 4653665.714455489 5839480.943431968, 4653664.570920943 5839482.928768625, 4653662.942159476 5839487.29239399, 4653662.169121563 5839490.842805245, 4653662.307180171 5839494.569731331, 4653662.902672162 5839498.03078363, 4653664.464686358 5839501.354441479, 4653666.229324974 5839504.3054611115, 4653666.916272828 5839505.346376805, 4653667.408405272 5839506.6980767585, 4653667.458299432 5839508.123896189, 4653667.268157715 5839509.183152727, 4653666.620578956 5839510.508281813, 4653665.524755841 5839512.25856761, 4653660.970354166 5839518.115308732, 4653657.115394305 5839523.075291258, 4653654.227761438 5839526.7133163335, 4653652.121576309 5839528.144784886, 4653648.798476081 5839529.000682624, 4653644.855816688 5839529.103319935, 4653641.095747971 5839529.563227655, 4653635.348805836 5839530.86699491, 4653623.880540375 5839534.949826727, 4653598.517004045 5839541.732420864, 4653581.908976505 5839547.185698866, 4653570.413481535 5839552.145364425, 4653560.665402806 5839557.30029805, 4653550.12628199 5839564.434440695, 4653540.105761405 5839571.907364212, 4653535.688114849 5839576.021287027, 4653529.837914877 5839581.784875585, 4653525.488921875 5839586.390564417, 4653520.704066055 5839592.090996659, 4653516.488591325 5839598.38846994, 4653509.528331193 5839610.191998543, 4653500.644552818 5839626.425466629, 4653497.159139774 5839632.79731498, 4653494.581479269 5839637.497727438, 4653480.753073762 5839662.748488149, 4653473.571439554 5839675.875577543, 4653466.178182686 5839689.25001647, 4653460.821130531 5839699.176496518, 4653451.334597625 5839716.057578585, 4653446.335053388 5839725.473809315, 4653443.895880533 5839728.720607861, 4653440.864225458 5839731.606953849, 4653438.160640976 5839733.1990611665, 4653435.477856338 5839734.180354542, 4653431.8260495365 5839734.890795711, 4653427.873513112 5839734.69808131, 4653426.864577364 5839734.600413956, 4653423.729642945 5839734.056873766, 4653413.819687607 5839731.606562715, 4653404.259564655 5839728.724915149, 4653395.140927417 5839725.650093672, 4653380.858300529 5839720.03338271, 4653378.475506279 5839719.1575760655, 4653362.680284178 5839712.861706488, 4653358.727018766 5839711.229370832, 4653353.878122138 5839709.262816207, 4653345.692199154 5839705.889852924, 4653344.196487513 5839705.291066255, 4653342.912588952 5839704.478930775, 4653341.98981397 5839703.734918575, 4653341.213279529 5839702.779088598, 4653339.412064409 5839700.511709247, 4653338.091620387 5839699.096486164, 4653336.748373289 5839697.968881658, 4653335.218551753 5839697.15823915, 4653328.577760202 5839694.421215923, 4653322.1726439465 5839691.353334297, 4653316.168773776 5839688.214419508, 4653311.923644226 5839685.787231222, 4653304.738495989 5839681.202224099, 4653298.315501107 5839676.580286141, 4653296.668358834 5839675.359847298, 4653291.421235779 5839671.316518326, 4653286.492249196 5839667.021210875, 4653279.236181554 5839660.2667027945, 4653270.0242924215 5839651.433492438, 4653260.020646205 5839641.836242502, 4653257.637391004 5839639.571878888, 4653247.687390832 5839630.692184463, 4653234.685858171 5839620.180489575, 4653228.393012673 5839615.402523951, 4653226.318210578 5839613.962448667, 4653224.928827573 5839613.32506869, 4653220.583148634 5839613.175728517, 4653218.456539132 5839612.627887282, 4653216.566018809 5839611.81721647, 4653221.185875738 5839605.99307731, 4653225.74058551 5839600.238505887, 4653227.233101342 5839597.702801241, 4653228.489315257 5839595.395907093, 4653232.098684071 5839585.291256948, 4653234.703477396 5839575.786377348, 4653236.3943187855 5839569.5734854955, 4653237.942048698 5839562.762123884, 4653238.705957295 5839557.766017728, 4653238.927003841 5839552.480633618, 4653238.419583071 5839547.3760261675, 4653238.109050134 5839543.604412805, 4653237.42517749 5839540.43270961, 4653236.868044948 5839537.864108925, 4653235.876437114 5839533.987208917, 4653234.463670062 5839530.928246445, 4653232.979436991 5839528.238848856, 4653230.883360492 5839524.717395223, 4653228.689616323 5839521.308807946, 4653226.951006804 5839518.580705613, 4653224.471114266 5839515.295774253, 4653222.578247528 5839512.807329223, 4653219.385510781 5839509.5794792455, 4653216.008239327 5839506.991785775, 4653213.169537391 5839505.316544609, 4653212.502916707 5839504.90044898, 4653210.577076171 5839503.690835632, 4653207.780729895 5839502.233641437, 4653205.51911426 5839501.07654226, 4653205.107930825 5839500.869253417, 4653200.875643715 5839499.196848225, 4653200.325080521 5839498.986440705, 4653199.067674644 5839498.482093542, 4653206.20049211 5839480.324673165, 4653207.823897057 5839476.448280241, 4653214.086849093 5839463.376606791, 4653220.735276913 5839452.94770342, 4653227.970631454 5839443.29825843, 4653236.449502987 5839433.245433579, 4653238.266493694 5839431.478286155, 4653247.886622064 5839421.707095063, 4653251.9079418145 5839418.497602066, 4653255.547165815 5839415.796789221, 4653262.220489031 5839410.634734053, 4653268.137109715 5839406.377156804, 4653274.7178044915 5839402.127433779, 4653281.56881827 5839397.843739787, 4653287.622266933 5839394.484622087, 4653305.089259524 5839386.256594515, 4653331.560574863 5839375.904022137, 4653337.768533265 5839373.642862263, 4653393.321422704 5839353.408399494, 4653396.667828256 5839352.366790969, 4653457.00182637 5839333.624133909, 4653458.3436957635 5839333.209969395, 4653460.446464675 5839332.554720143, 4653521.276539689 5839315.691240096, 4653526.523831842 5839314.4691175595, 4653586.343274174 5839303.669178082, 4653590.453257002 5839302.794782023, 4653669.749022396 5839290.168475128, 4653666.9912035335 5839313.137113018, 4653665.465911003 5839331.342975845, 4653664.725917561 5839345.36434625, 4653663.954381411 5839355.671163452, 4653660.056404561 5839355.062521887, 4653656.7484012935 5839354.406077867, 4653652.635730386 5839353.551508925, 4653652.208846795 5839357.37883416, 4653649.4359348565 5839357.07355506, 4653647.15521965 5839377.725633196, 4653647.139149567 5839379.084942605, 4653647.102634922 5839381.106119787, 4653643.589740092 5839383.072371792, 4653641.322052771 5839395.353595773))",Battery Park,New York City Department of Parks and Recreation,,,3,,,943167,,park,Q13689,,,,,,,,,New York,10004,NY,,,,public,Q1894232,,,,,,,,,,,,,,,,,,,https://www.thebattery.org/,"[6297397841, 6297397842, 6297410858, 6297397839, 6297397840, 6297397838, 6326857051, 11013387695, 33583390, 6326857047, 6326857046, 6326857043, 33583391, 6326857042, 6326857041, 607910829, 6326857039, 6381998626, 6326857037, 6326857036, 33583392, 6326857034, 11016696223, 11016696224, 11016696222, 11016696214, 11016696216, 11016696215, 6326857033, 6326857032, 6326857031, 6326857030, 1659428450, 6326857028, 6326857027, 6326857026, 6326857025, 6326857024, 6326857023, 6326857022, 6326857021, 6326857020, 6326857019, 6326857066, 6326857067, 6326857068, 6326857069, 33583393, 6326857071, 1659428480, 6326857073, 6326857074, 6326825586, 6326825587, 6326825588, 6326825589, 6326825590, 9371812437, 6326825591, 33583394, 6326825592, 6326825593, 6326825594, 6326825595, 1659428507, 4876525166, 9371812394, 9371812392, 6326825596, 1695334031, 6326825597, 6326825598, 6326825601, 6326825602, 6326825603, 6326825604, 6326825605, 6326825606, 6326825607, 6326825608, 6326794325, 6326794326, 6419018960, 6326794327, 7706739263, 6326794328, 6326774864, 9369136019, 6326774865, 6326774866, 9371204354, 9371204355, 6326774867, 6326774868, 6326774869, 9371204353, 6326774870, 6326774871, 6326774872, 9371204352, 6326774873, 9371204351, 6326774874, 9369136021, 6326774876, 9371204350, 6326774877, 6326774878, 9371204326, 6326822634, 6326774879, 6326774880, 6326774881, 6326774882, 6326774883, 6326774884, 9371193687, 6326774985, 6326774986, 9371193684, 9371204445, 9371193679, 6297397477, 6297397478, 6297397475, 6297397476, 9371204588, 6297397473, 6297397474, 6297397471, 6297397483, 9371729334, 6297397467, 6297397470, 33583381, 6297397469, 6297395784, 6326779634, 6297397596, 6297397603, 6297395887, 11016695778, 9371729380, 9371729379, 11016695786, 9371729378, 9371729377, 11016695787, 9371729376, 11016695880, 6297397190, 11016695779, 33583383, 33583384, 194615673, 2044075126, 1078821289, 2044075092, 2044075112, 194615674, 1659428508, 33583385, 1659428503, 1659428500, 194615676, 1659428494, 2234390144, 11016695852, 2044048263, 11016695856, 605033094, 6297396392, 1659428451, 11016695986, 194615678, 33583387, 194615680, 33583388, 1659428446, 166878927, 7682576633, 7682576645, 9168454046, 9168415889, 6326858993, 6326858992, 6326858991, 2824828419, 2824828421, 33583389, 11016696162, 6297397830, 6297410845, 6297397841]",Батери парк,Bateri park,NYC Parks,en:The Battery (Manhattan),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Manhattan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,,"POLYGON ((4652079.594264027 5846900.648443257, 4652056.75802528 5847065.8505218215, 4652031.476587795 5847062.827267348, 4651931.808467127 5847048.748649348, 4651855.401618997 5847038.2904686285, 4651849.752512033 5847030.632525758, 4651876.639407943 5846871.924506952, 4651978.242433402 5846886.118083627, 4652079.594264027 5846900.648443257))",Bryant Park,Bryant Park Corporation,,yes,20,061,01/17/2006,2083160,36,park,Q995174,2,nrhp,,,,1966-10-15,66000547,,New York,10018,NY,,,,,,,,,,attraction,,,,,,,,,,,,,Mo-Su 07:00-23:00,https://bryantpark.org/,"[243775506, 6593121543, 6605262906, 6593122247, 243775508, 9590209941, 243775509, 6605262902, 243775506]",,,,en:Bryant Park,Reservoir Square,Between 40th and 42nd Streets at 6th Avenue,2021-11-16,1974-11-12,ブライアントパーク,브라이언트 공원,Брайант-парк,Bryant Park,0879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Manhattan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,,"POLYGON ((4652633.289322333 5845312.227782928, 4652520.462728134 5845296.389045558, 4652518.913688473 5845296.324479407, 4652517.170378448 5845296.723548702, 4652515.955908142 5845297.977928855, 4652514.6717862915 5845300.026870839, 4652502.654664065 5845324.608996286, 4652496.42725778 5845337.370604277, 4652486.74245839 5845358.202426661, 4652481.357468208 5845370.666267214, 4652473.4902758505 5845389.630377734, 4652465.790945515 5845410.973766059, 4652461.361991545 5845424.529699992, 4652456.773379691 5845438.914110574, 4652450.020126928 5845461.020270459, 4652449.295759097 5845463.575123489, 4652447.243421601 5845470.822373296, 4652444.5632830225 5845481.882923886, 4652442.491520589 5845491.741209739, 4652434.48381679 5845548.985022511, 4652432.990224527 5845558.160420099, 4652433.069119763 5845559.168419734, 4652433.113288167 5845559.794550683, 4652433.834910394 5845561.506445695, 4652435.365569895 5845562.793847424, 4652437.179783321 5845563.44764586, 4652441.017387409 5845563.997908834, 4652595.045531539 5845585.658221046, 4652596.832842746 5845585.851357516, 4652598.553136082 5845585.756894742, 4652599.910373037 5845585.168983291, 4652600.617779868 5845584.092029576, 4652601.109932285 5845582.582037611, 4652612.282073496 5845502.951472865, 4652614.345762 5845488.2758529065, 4652625.3028139025 5845410.110228717, 4652627.184559522 5845396.754631304, 4652637.982706165 5845319.808213109, 4652637.693219095 5845316.100764084, 4652636.798753585 5845314.258822754, 4652635.358033346 5845312.954451792, 4652633.289322333 5845312.227782928))",Madison Square Park,New York City Department of Parks and Recreation,,,,,,,,park,Q110000,,,,,,,,,New York,10010,NY,,,,public,Q1894232,,,11,Madison Avenue,,,,,,,,,,,,,,06:00-23:00,https://madisonsquarepark.org/,"[8268734924, 8268699406, 10179045317, 10179045318, 10179045316, 8268699407, 246525111, 8268699408, 10179045334, 10179045355, 10179045356, 10179045357, 6210354194, 10179045358, 6243560187, 10179045361, 10179045359, 8268734921, 8268734923, 10179045362, 10179045363, 10179045657, 10179045364, 10179045365, 10179045366, 10179045367, 3019038940, 10179045372, 10179045373, 10179045374, 10179045376, 10179045375, 246525115, 10179045675, 10179045679, 10179045691, 10179045690, 8268734939, 10179045297, 10179045314, 10179045315, 8268734924]",,,NYC Parks,en:Madison Square and Madison Square Park,,,,,,,Мэдисон-сквер,,,Madison Square Park,麦迪逊广场公园,212.520.7600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Manhattan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,,"POLYGON ((4652857.03442847 5843556.186326534, 4652857.05202863 5843554.912359845, 4652857.071773608 5843554.029554953, 4652856.564747547 5843552.73362464, 4652855.42086954 5843551.8733053515, 4652854.83789237 5843551.6719603, 4652853.220350571 5843551.115933917, 4652779.326701777 5843545.842652575, 4652753.271807061 5843543.97959631, 4652686.929770807 5843539.237398059, 4652671.467589555 5843538.143041451, 4652592.164640011 5843532.477353507, 4652577.0387241375 5843531.398849798, 4652502.631020566 5843526.078603917, 4652500.319122111 5843525.914974863, 4652499.229896253 5843526.044230795, 4652498.894095236 5843526.079601275, 4652497.47309776 5843526.9755011415, 4652496.6539502535 5843528.527253669, 4652496.411386752 5843529.12388426, 4652496.155175686 5843530.218327892, 4652495.946761502 5843532.551165828, 4652491.1652537715 5843604.845222391, 4652490.019933691 5843620.12390701, 4652484.541614639 5843695.586603725, 4652484.459852479 5843697.1171132475, 4652484.943363735 5843698.615483117, 4652485.893402621 5843700.007447782, 4652487.48016711 5843700.946798248, 4652489.179155329 5843701.428593133, 4652490.736950347 5843701.567090813, 4652588.542681165 5843708.804104457, 4652668.263908503 5843714.718926987, 4652687.989333262 5843716.1748411665, 4652691.572097922 5843716.447567723, 4652840.145870434 5843727.454133013, 4652842.643581879 5843727.1140098, 4652844.155942075 5843726.422311586, 4652845.050568681 5843725.164362599, 4652845.397650304 5843724.189003766, 4652845.607526481 5843723.601624926, 4652845.866198802 5843721.44191424, 4652851.060679577 5843644.62654062, 4652852.001129756 5843630.768022026, 4652857.03442847 5843556.186326534))",Washington Square Park,New York City Department of Parks and Recreation,,,,,,,,park,Q909592,,,,,,,,,New York,,NY,,,,public,Q1894232,,,,,,,,,,,,,,,,,,,,"[246525216, 11436611244, 11055557219, 11055557220, 11055557218, 11436611243, 11055557217, 11436611216, 11436611214, 11436266407, 11436266406, 11436266444, 11435989721, 11055555900, 11055555904, 11435811137, 11435811134, 11055555902, 11055555903, 11435811135, 11055555901, 246525217, 11435810982, 11435810975, 11055557205, 11055557209, 11055557208, 11055557207, 11055557210, 11055557211, 11055557206, 11055557308, 11435997261, 11055557306, 11435997418, 11055557212, 11055557215, 11055557213, 11055557216, 3584752277, 11055557214, 246525219, 11436611298, 11436611296, 246525216]",,,NYC Parks,en:Washington Square Park,,,,,,,,,,,,,1871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Manhattan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,,"POLYGON ((4651460.088950129 5844487.069134299, 4651413.734978908 5844480.28279074, 4651409.510563587 5844509.857664446, 4651408.507452112 5844516.825538382, 4651404.977752494 5844541.53767856, 4651403.958969524 5844548.646196919, 4651449.507865523 5844555.0984881995, 4651450.659144394 5844546.717824957, 4651452.074132084 5844537.096028546, 4651456.926228463 5844503.826958694, 4651457.631439867 5844503.934002972, 4651460.088950129 5844487.069134299))",Dr. Gertrude B. Kelly Playground,,,,6,061,10/02/2008,2500738,36,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[246537043, 246537045, 2702838473, 2702838487, 2702838568, 246537046, 246537047, 2702838484, 2702838463, 2702838436, 2702838434, 246537043]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Manhattan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,,"POLYGON ((4651019.81141177 5845479.2166890735, 4650727.907833024 5845439.709932449, 4650718.009190498 5845508.268112343, 4651009.763633048 5845551.002374431, 4651019.81141177 5845479.2166890735))",Chelsea Park,,,,5,061,01/23/1980,946476,36,park,Q42426380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.nycgovparks.org/parks/chelsea-park/,"[246537590, 246537591, 246537592, 246537593, 246537590]",,,,en:Chelsea Park,,,,,,,,,,,,,,free,wlan,پارک چلسی,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Manhattan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,,"POLYGON ((4653123.213508584 5845154.638870664, 4653127.6873395 5845121.125524032, 4653132.224411061 5845087.202455314, 4653064.45353516 5845077.92847902, 4652992.082600709 5845068.02230332, 4652987.177733616 5845102.040501514, 4652983.072646394 5845135.457861882, 4653056.230319433 5845145.465611608, 4653123.213508584 5845154.638870664))",Gramercy Park,,,,10,,,951469,,park,Q1191972,,,,,,,,,,,,,,,,,,,,,,,private,,,,,,,,,,,,,"[1251830442, 1251830446, 1251830329, 1251830321, 1251830403, 1251830460, 1251830362, 1251830449, 1251830442]",,,,en:Gramercy Park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Manhattan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,,"POLYGON ((4650405.478529101 5845072.506765747, 4650415.274312709 5844989.111479872, 4650419.107159429 5844972.029860062, 4650422.358573352 5844950.396168317, 4650425.205722123 5844923.649425126, 4650425.415142031 5844915.323393315, 4650424.126805028 5844910.32433233, 4650415.137551948 5844917.516442491, 4650405.590861754 5844926.168872275, 4650395.102737036 5844934.942955938, 4650380.143958743 5844947.195616664, 4650369.348619886 5844955.196741371, 4650357.232867265 5844962.915950374, 4650328.052413441 5844979.695172193, 4650302.439288422 5844995.635229134, 4650283.11308692 5845007.650868099, 4650270.138473822 5845015.5875740135, 4650261.008274253 5845022.436415777, 4650251.796954742 5845030.968330703, 4650247.524148661 5845036.204275919, 4650244.467355906 5845042.11773005, 4650244.069897133 5845044.392610488, 4650244.2612736225 5845046.483839514, 4650245.449465057 5845048.088675572, 4650248.063072629 5845049.698804564, 4650252.002401601 5845051.052983054, 4650405.478529101 5845072.506765747))",Chelsea Waterside Park,,,,,,,,,park,,,,,,,,,,,,,,,Currently under construction and closed (February 2023),,,,,,,,,,,,,,,,,,,,,,"[246580120, 246650836, 2975276947, 2975276945, 246580121, 246580122, 246580123, 2975276943, 2975276944, 2975276946, 246580124, 246580125, 246580126, 246580127, 8261123499, 2975276958, 2975276959, 2975276960, 246580129, 2975276961, 246580130, 2975276962, 2975276963, 2975276965, 2975276964, 246580131, 246580120]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Manhattan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,,"POLYGON ((4650784.019045895 5844268.460123414, 4650784.969373805 5844269.953676353, 4650786.384626859 5844271.068738484, 4650788.150375574 5844271.85472216, 4650791.7181814425 5844272.573485198, 4650852.32174053 5844280.251482951, 4650854.485505584 5844280.4054733915, 4650855.8183813635 5844279.934629139, 4650857.079140361 5844278.258103922, 4650862.418841715 5844241.837486871, 4650861.966471277 5844234.012920329, 4650859.889694144 5844227.286633525, 4650856.041929126 5844218.822195776, 4650848.364108395 5844208.137999703, 4650835.57413632 5844191.509915178, 4650833.988177827 5844189.148936928, 4650832.587579977 5844187.7231907565, 4650831.502762556 5844187.110622077, 4650830.068194823 5844186.963158969, 4650828.338673184 5844186.814022809, 4650826.751984438 5844187.314144019, 4650825.674332088 5844188.010789735, 4650824.690058549 5844189.302571191, 4650819.032065345 5844200.388984874, 4650818.765605292 5844201.10298319, 4650818.74427324 5844201.696523012, 4650819.010783906 5844202.489582944, 4650819.647404533 5844203.544026797, 4650819.933809055 5844204.97856128, 4650819.800370884 5844206.046582557, 4650795.697639026 5844251.1488232855, 4650791.000845838 5844253.729629997, 4650784.698166188 5844265.296389417, 4650784.035651007 5844266.999452325, 4650784.019045895 5844268.460123414))",14th Street Park,,,,,,,,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[246581167, 2923070367, 9440836447, 2923070366, 2923070365, 246581168, 2923070349, 2923070348, 2923070345, 246581169, 246581170, 246581171, 2923068397, 246581172, 246581173, 9440836436, 4872623870, 9440836435, 9015896830, 9440836434, 2923070301, 9440836433, 2923070308, 9440836426, 9440836432, 9440836431, 9440836430, 9440836429, 9440836428, 9440836427, 9440836437, 9440836438, 246581175, 2923074149, 246581167]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Manhattan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,,"POLYGON ((4652934.901597843 5840420.486712844, 4653110.307114277 5840433.458311471, 4653130.5579039045 5840381.643254784, 4653131.374480937 5840379.784841067, 4653095.984372625 5840380.639356033, 4653051.257645408 5840374.732696201, 4653048.604423371 5840383.219497224, 4653038.775598533 5840387.161387758, 4653028.974463516 5840388.923042265, 4652998.190261202 5840385.534664734, 4652952.664050413 5840380.161828433, 4652950.737685592 5840381.491113465, 4652934.901597843 5840420.486712844))",Liberty Park,,,,,,,,,park,Q16932670,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1431806493, 793879917, 11415663148, 480910126, 6419520969, 480910122, 6419487813, 6417640366, 6419225446, 6419487814, 246859499, 5047505367, 1431806493]",,,,en:Liberty Park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Manhattan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,,"POLYGON ((4652593.920153152 5841310.795344056, 4652621.572982773 5841325.786529895, 4652647.120713411 5841339.619124046, 4652669.099899028 5841351.531885864, 4652670.096201818 5841349.5376679, 4652670.719844265 5841348.279298988, 4652671.554313426 5841346.637551648, 4652673.97680281 5841341.8885435285, 4652682.971241207 5841346.565616257, 4652685.59350539 5841340.9508187715, 4652688.14465251 5841334.402108535, 4652690.703070963 5841326.318050832, 4652693.387903844 5841318.820027671, 4652696.975380605 5841310.120925517, 4652700.3288387805 5841302.041752401, 4652705.997477223 5841290.470537325, 4652711.7031788975 5841279.621382957, 4652718.883990517 5841267.357951988, 4652725.9775262615 5841256.959164828, 4652730.714206134 5841249.936440992, 4652732.839818472 5841246.268059166, 4652733.784610739 5841242.508061004, 4652733.3305377215 5841239.20372354, 4652731.896175665 5841236.449503478, 4652729.511522019 5841233.776919426, 4652725.995518077 5841232.4383190805, 4652673.608734448 5841226.238158263, 4652669.589691279 5841225.757555979, 4652655.787022216 5841224.358499574, 4652646.6754819695 5841223.437177709, 4652641.8859835975 5841222.953254696, 4652633.26651972 5841222.080037456, 4652631.782406729 5841221.980614499, 4652629.584648126 5841221.785104688, 4652626.755474322 5841221.53837332, 4652601.596057161 5841219.291651397, 4652591.918824498 5841218.334662836, 4652587.711371489 5841217.864872929, 4652566.231478512 5841215.50500321, 4652565.444146017 5841215.4212693935, 4652565.00056007 5841216.6286781505, 4652564.121011872 5841218.947636159, 4652563.126301288 5841221.196981432, 4652562.154260296 5841223.124733655, 4652561.163622392 5841224.682949631, 4652560.096249172 5841225.743281151, 4652560.737718443 5841226.10682378, 4652556.182551097 5841234.671095131, 4652594.773033159 5841254.410469602, 4652598.061692469 5841256.120007803, 4652610.534103164 5841262.631729466, 4652618.139035493 5841266.569123144, 4652594.554881711 5841301.756737872, 4652595.841752958 5841303.147141735, 4652597.129837532 5841304.74163879, 4652598.285385137 5841306.101078531, 4652593.920153152 5841310.795344056))",Washington Market Park,New York City Department of Parks and Recreation,,,2,,,2060137,,park,Q7972039,,,,,,,,,New York,,NY,,,,public,Q1894232,,,,,,,,,,,,,,,,,,Mo-Su 06:00-01:00,https://www.nycgovparks.org/parks/washington-market-park,"[246868000, 11464612856, 11464612859, 8304373505, 11464612916, 8304497704, 11464612766, 246868001, 1538237589, 11464612521, 8304373504, 8304373503, 11464612522, 11464612523, 8304373502, 11464612524, 8304373501, 8304373500, 8304373499, 1538237355, 8304373498, 8304373497, 246868002, 8304373496, 8304373495, 1538237527, 11464612462, 8304373494, 11464612371, 11464555865, 11464555864, 8304497277, 11464555854, 11464555858, 11464555855, 8304497238, 8304497237, 11464555820, 11464555818, 8304497239, 11460524960, 11460524958, 11460524957, 11460524956, 11460524955, 2565683739, 2565683738, 2565683751, 889585150, 2565683740, 889585160, 11464612375, 8304373493, 11464612452, 8304497280, 8304373492, 246868000]",,,NYC Parks,en:Washington Market Park,,,,,,,,,,,,,,,,,leashed,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Manhattan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
